Security Code,Security Name,Name of Person,Category of person,Type of Securities held Prior to acquisition/Disposed),Number of Securities held Prior to acquisition/Disposed,%   of  Securities held Prior to acquisition/Disposed,Type of Securities Acquired/Disposed/Pledge etc.,Number of Securities Acquired/Disposed/Pledge etc.,Value  of Securities Acquired/Disposed/Pledge etc,Transaction Type ( Buy/Sale/Pledge/Revoke/Invoke),Type of Securities held Post  acquisition/Disposed/Pledge  etc,Number of Securities held Post  acquisition/Disposed/Pledge etc,Post-Transaction % of Shareholding,Date of acquisition of shares/sale of shares/Date of Allotment(From date),Date of acquisition of shares/sale of shares/Date of Allotment( To date  ),Date of Intimation to Company,Mode of Acquisition,Trading in Derivative - Type of Contract,Derivative Contract  Specification,Derivatives - Buy Value (Notional),Derivatives - Buy-Number of Units(Contracts*lot size),Derivatives - Sales Value (Notional),Derivatives - Sales-Number of Units(Contracts * lot size),Exchange on which the Trade was executed,Reported to Exchange
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,23 Dec 2024,26 Dec 2024,16 Jun 2026,,Options,PETRONET OPT 26/12/2024 PE 335,503850.00,1500.00,502875.00,1500.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,20 Dec 2024,20 Dec 2024,16 Jun 2026,,Options,PETRONET OPT 26/12/2024 PE 335,504900.00,1500.00,507000.00,1500.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,01 Feb 2025,27 Feb 2025,16 Jun 2026,,Options,PETRONET OPT 27/02/2025 CE 335,506250.00,1500.00,502500.00,1500.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,18 Dec 2024,26 Dec 2024,16 Jun 2026,,Options,PETRONET OPT 26/12/2024 CE 335,1021500.00,3000.00,1035450.00,3000.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,16 Dec 2024,20 Dec 2024,16 Jun 2026,,Options,PETRONET OPT 26/12/2024 CE 335,1528650.00,4500.00,1545750.00,4500.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,13 Dec 2024,20 Dec 2024,16 Jun 2026,,Options,PETRONET OPT 26/12/2024 CE 335,1027350.00,3000.00,1029600.00,3000.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,04 Dec 2024,20 Dec 2024,16 Jun 2026,,Options,PETRONET OPT 26/12/2024 CE 335,2069475.00,6000.00,2060400.00,6000.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,04 Dec 2024,04 Dec 2024,16 Jun 2026,,Options,PETRONET OPT 26/12/2024 CE 338,2076150.00,6000.00,2100000.00,6000.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,29 Nov 2024,29 Nov 2024,16 Jun 2026,,Options,PETRONET OPT 26/12/2024 CE 363,546450.00,1500.00,546600.00,1500.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,29 Nov 2024,29 Nov 2024,16 Jun 2026,,Options,PETRONET OPT 26/12/2024 CE 340,521100.00,1500.00,522750.00,1500.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,29 Nov 2024,20 Dec 2024,16 Jun 2026,,Options,PETRONET OPT 26/12/2024 CE 335,512475.00,1500.00,515250.00,1500.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,03 Dec 2024,11 Dec 2024,16 Jun 2026,,Options,PETRONET OPT 26/12/2024 CE 338,518850.00,1500.00,519225.00,1500.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,02 Dec 2024,11 Dec 2024,16 Jun 2026,,Options,PETRONET OPT 26/12/2024 CE 338,1560150.00,4500.00,1557675.00,4500.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,19 Nov 2024,21 Nov 2024,16 Jun 2026,,Options,PETRONET OPT 28/11/2024 CE 323,486750.00,1500.00,488325.00,1500.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,21 Nov 2024,28 Nov 2024,16 Jun 2026,,Options,PETRONET OPT 28/11/2024 PE 318,484500.00,1500.00,477750.00,1500.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,18 Nov 2024,19 Nov 2024,16 Jun 2026,,Options,PETRONET OPT 28/11/2024 CE 323,1948800.00,6000.00,1953000.00,6000.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,13 Nov 2024,14 Nov 2024,16 Jun 2026,,Options,PETRONET OPT 28/11/2024 CE 325,491250.00,1500.00,492750.00,1500.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SUBISH P,Designated Person,Equity,1944,0.00,Equity,1894,537879.00,Sell,-,50,0.00,06 Mar 2025,13 Mar 2025,16 Jun 2026,Market Sale,,,,,,,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SUBISH P,Designated Person,Equity,50,0.00,Equity,1894,537615.00,Buy,-,1944,0.00,06 Mar 2025,13 Mar 2025,16 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SUBISH P,Designated Person,Equity,1850,0.00,Equity,1800,508637.00,Sell,-,50,0.00,30 Jan 2025,04 Mar 2025,16 Jun 2026,Market Sale,,,,,,,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SUBISH P,Designated Person,Equity,15,0.00,Equity,1835,510871.00,Buy,-,1850,0.00,30 Jan 2025,04 Mar 2025,16 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
532522,Petronet LNG Ltd,RITA N JADAV,Designated Person,Derivative,,,Derivative,,,,-,,,01 Feb 2024,29 Feb 2024,15 Jun 2026,,Options,OPTSTK PETRONET Feb 29 2024 290.00 CE BT ,894900.00,3000.00,895650.00,3000.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,RITA N JADAV,Designated Person,Derivative,,,Derivative,,,,-,,,01 Feb 2024,29 Feb 2024,15 Jun 2026,,Options,OPTSTK PETRONET Feb 29 2024 280.00 CE BT ,879150.00,3000.00,880550.00,3000.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,RITA N JADAV,Designated Person,Derivative,,,Derivative,,,,-,,,01 Feb 2024,29 Feb 2024,15 Jun 2026,,Options,OPTSTK PETRONET Feb 29 2024 280.00 CE BT ,880050.00,3000.00,881850.00,3000.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,RITA N JADAV,Designated Person,Derivative,,,Derivative,,,,-,,,01 Feb 2024,29 Feb 2024,15 Jun 2026,,Options,OPTSTK PETRONET Feb 29 2024 250.00 PE BT ,757350.00,3000.00,758700.00,3000.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,03 Feb 2025,05 Feb 2025,16 Jun 2026,,Options,PETRONET OPT 27/02/2025 CE 320,485175.00,1500.00,491400.00,1500.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,SACHIN AGGARWAL,Designated Person,Derivative,,,Derivative,,,,-,,,06 Feb 2025,27 Feb 2025,16 Jun 2026,,Options,PETRONET OPT 27/02/2025 CE 325,987975.00,3000.00,975000.00,3000.00,NSE,16 Jun 2026
532522,Petronet LNG Ltd,RITA N JADAV,Designated Person,Equity,250,0.00,Equity,100,24507.00,Buy,-,350,0.00,20 Oct 2020,20 Oct 2020,15 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
532522,Petronet LNG Ltd,RITA N JADAV,Designated Person,Equity,350,0.00,Equity,100,26366.00,Sell,-,250,0.00,01 Feb 2024,01 Feb 2024,15 Jun 2026,Market Sale,,,,,,,NSE,16 Jun 2026
517569,KEI Industries Ltd,Lalit Sharma,Designated Person,Equity Shares,77252,0.08,Equity Shares,8500,44618961.00,Disposal,Equity,68752,0.07,12 Jun 2026,15 Jun 2026,16 Jun 2026,Market Sale,,,,,,,NSE,16 Jun 2026
532281,HCL Technologies Ltd,Vama Sundari Investments Delhi  Private Limited,Promoter,Equity Shares,1200314255,44.23,Equity Shares,47261,52192113.00,Acquisition,Equity,1200361516,44.23,11 Jun 2026,12 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
540550,Yug Decor Ltd,Chandresh Saraswat HUF,Promoter Group,Equity Shares,844181,5.22,Equity Shares,5175,128081.00,Acquisition,Equity,849356,5.25,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,BSE,16 Jun 2026
543230,Advait Energy Transitions Ltd,Kirti Bhavesh Kundalia,Employees Immediate Relative,Equity,100,0.00,Equity,100,235642.00,Sell,-,0,0.00,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,16 Jun 2026
543230,Advait Energy Transitions Ltd,Bhavesh Pradyumna Kundalia,Employees Immediate Relative,Equity,4029,0.04,Equity,500,1177597.00,Sell,-,3529,0.03,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Sale,,,,,,,BSE,16 Jun 2026
532980,Gokul Refoils & Solvent Ltd,Bhikhiben Balvantsinh Rajput,Promoter,Equity,22750600,22.98,Equity,1444,59356.00,Buy,-,22752044,22.98,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,BSE,16 Jun 2026
532980,Gokul Refoils & Solvent Ltd,Bhikhiben Balvantsinh Rajput,Promoter,Equity,22752044,22.98,Equity,6456,265349.00,Buy,-,22758500,22.99,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
536264,Tiger Logistics (India) Ltd,Brahma Suppliers Private Limited,Promoter Group,Equity Shares,35050000,33.15,Equity Shares,20000,705928.00,Acquisition,Equity,35070000,33.17,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
544570,WeWork India Management Ltd,Sneha Mathew Rajan,Immediate Relative,Equity Shares,4548,0.00,Equity Shares,4548,2888890.00,Disposal,Equity,0,0.00,05 Jun 2026,05 Jun 2026,13 Jun 2026,Market Sale,,,,,,,NSE,16 Jun 2026
544424,Globe Civil Projects Ltd,VIPUL KHURANA,Director,Equity Shares,16045705,26.87,Equity Shares,18335,799411.00,Acquisition,Equity,16064040,26.90,16 Jun 2026,16 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
539978,Quess Corp Ltd,Quess Corp Limited Employees Welfare Trust,Designated Person,Equity Shares,855327,0.57,Equity Shares,4864,1191680.00,Acquisition,Equity,860191,0.58,16 Jun 2026,16 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
539978,Quess Corp Ltd,Quess Corp Limited Employees Welfare Trust,Designated Person,Equity Shares,853668,0.57,Equity Shares,1659,406455.00,Acquisition,Equity,855327,0.57,16 Jun 2026,16 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,BSE,16 Jun 2026
539978,Quess Corp Ltd,Quess Corp Limited Employees Welfare Trust,Designated Person,Equity Shares,841049,0.56,Equity Shares,12619,3084024.00,Acquisition,Equity,853668,0.57,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
539978,Quess Corp Ltd,Quess Corp Limited Employees Welfare Trust,Designated Person,Equity Shares,840870,0.56,Equity Shares,179,43855.00,Acquisition,Equity,841049,0.56,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,BSE,16 Jun 2026
544054,Suraj Estate Developers Ltd,Shreepal Shah,KMP,Equity Shares,8100,0.01,Equity Shares,900,175673.00,Acquisition,Equity,9000,0.02,15 Jun 2026,16 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
531802,Prerna Infrabuild Ltd,VIJAY CHANDULAL SHAH HUF,Promoter Group,Equity,4501304,12.46,Equity,14911,417657.00,Buy,-,4516215,12.50,15 Jun 2026,16 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,BSE,16 Jun 2026
538890,M.K. Exim (India) Ltd,MURLI WADHUMAL DIALANI,Director,Equity,3915696,9.70,Equity,20751,1186000.00,Buy,-,3936447,9.75,16 Jun 2026,16 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,BSE,16 Jun 2026
538890,M.K. Exim (India) Ltd,MANISH MURLIDHAR DIALANI,Promoter & Director,Equity Shares,10924830,27.06,Equity Shares,3600,197000.00,Acquisition,Equity,10928430,27.07,16 Jun 2026,16 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,BSE,16 Jun 2026
524774,NGL Fine Chem Ltd,SUNITA POTDAR,Promoter Group,Equity Shares,814228,13.18,Equity Shares,1281,3649088.00,Disposal,Equity,812947,13.16,10 Jun 2026,10 Jun 2026,12 Jun 2026,Market Sale,,,,,,,NSE,16 Jun 2026
542772,360 ONE WAM LTD,NISHANT VASS,Designated Person,Equity,1235,0.00,Equity,1235,1288241.00,Sell,-,0,0.00,11 Jun 2026,11 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,16 Jun 2026
542772,360 ONE WAM LTD,HIMANSHU S JAIN,Designated Person,Equity,100000,0.02,Equity,25000,27193500.00,Sell,-,75000,0.03,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,16 Jun 2026
542772,360 ONE WAM LTD,NIRAJ KUMAR MURARKA,Designated Person,Equity,11000,0.00,Equity,11000,12029270.00,Sell,-,0,0.00,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,16 Jun 2026
542772,360 ONE WAM LTD,ANSHUMAN  MAHESHWARY,Designated Person,Equity,145152,0.04,Equity,30000,32218200.00,Sell,-,115152,0.03,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,16 Jun 2026
530499,AK Capital Services Ltd,A. K. Mittal,Promoter & Director,Equity Shares,1169056,17.71,Equity Shares,20,34650.00,Acquisition,Equity,1169076,17.71,11 Jun 2026,11 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,16 Jun 2026
544726,Kotyark Industries Ltd,BHAVINIBEN GAURANG SHAH,Promoter Group,Equity Shares,656343,6.39,Equity Shares,25000,10000000.00,Disposal,Equity,631343,6.14,11 Jun 2026,11 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,16 Jun 2026
542651,KPIT Technologies Ltd,KPIT Technologies Limited Employees Welfare Trust,Other,Equity Shares,1792204,0.65,Equity Shares,5000,3676541.00,Disposal,Equity,1787204,0.65,11 Jun 2026,11 Jun 2026,12 Jun 2026,ESOP,,,,,,,NSE,16 Jun 2026
542651,KPIT Technologies Ltd,KPIT Technologies Limited Employees Welfare Trust,Other,Equity Shares,1787204,0.65,Equity Shares,4050,3029450.00,Disposal,Equity,1783154,0.65,12 Jun 2026,12 Jun 2026,15 Jun 2026,ESOP,,,,,,,NSE,16 Jun 2026
501343,Motor & General Finance Ltd,RAM PRAKASH & CO.P  LTD,Promoter Group,Equity Shares,2892055,7.47,Equity Shares,22826,659216.00,Acquisition,Equity,2914881,7.53,16 Jun 2026,16 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
507685,Wipro Ltd,Anjan Mukherjee,Designated Person,Any other instrument,63789,0.00,Any other instrument,15000,3152550.00,Disposal,-,48789,0.00,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Sale,,,,,,,NA,16 Jun 2026
523650,Yash Innoventures Ltd,MR. GNANESH RAJENDRABHAI BHAGAT,Promoter Group,Equity Shares,9297233,58.00,Equity Shares,100000,0.00,Disposal,Equity,9197233,57.38,09 Jun 2026,09 Jun 2026,16 Jun 2026,Gift,,,,,,,NA,16 Jun 2026
507685,Wipro Ltd,Anjan Mukherjee,Designated Person,Any other instrument,63789,0.00,Any other instrument,15000,3152550.00,Disposal,-,48789,0.00,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Sale,,,,,,,NA,16 Jun 2026
534338,Max heights Infrastucture Ltd,PITAMPURA LEASING & HOUSING FINANCE LIMITED,Promoter,Equity Shares,644799,4.13,Equity Shares,1699,21917.00,Acquisition,Equity,646498,4.14,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,BSE,16 Jun 2026
501343,Motor & General Finance Ltd,RAM PRAKASH & CO.P  LTD,Promoter Group,Equity Shares,2892055,7.47,Equity Shares,22826,659216.00,Acquisition,Equity,2914881,7.53,16 Jun 2026,16 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
543652,Fusion Finance Ltd,Devesh Sachdev,Promoter,Equity Shares,3227519,1.99,Equity Shares,800000,142436560.00,Disposal,Equity,2427519,1.50,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Sale,,,,,,,BSE,16 Jun 2026
540727,Poojawestern Metaliks Ltd,BINA ANIL PANCHMATIYA,Promoter Group,Equity Shares,1143652,11.28,Equity Shares,40000,609000.00,Disposal,Equity,1103652,10.88,11 Jun 2026,11 Jun 2026,15 Jun 2026,Market Sale,,,,,,,BSE,16 Jun 2026
540727,Poojawestern Metaliks Ltd,PRITI SUNIL PANCHMATIYA,Promoter Group,Equity Shares,988111,9.74,Equity Shares,40000,596664.00,Disposal,Equity,948111,9.35,11 Jun 2026,11 Jun 2026,15 Jun 2026,Market Sale,,,,,,,BSE,16 Jun 2026
540727,Poojawestern Metaliks Ltd,RASILA DEVRAM PANCHMATIYA,Promoter Group,Equity Shares,87683,0.86,Equity Shares,40000,672112.00,Disposal,Equity,47683,0.47,11 Jun 2026,11 Jun 2026,15 Jun 2026,Market Sale,,,,,,,BSE,16 Jun 2026
540727,Poojawestern Metaliks Ltd,SUNILKUMAR PANCHMATIA,Promoter & Director,Equity Shares,1712141,16.88,Equity Shares,40000,630000.00,Disposal,Equity,1672141,16.49,12 Jun 2026,12 Jun 2026,16 Jun 2026,Market Sale,,,,,,,BSE,16 Jun 2026
540727,Poojawestern Metaliks Ltd,ANIL DEVRAM PANCHMATIYA,Promoter & Director,Equity Shares,1618481,15.96,Equity Shares,40000,615972.00,Disposal,Equity,1578481,15.56,11 Jun 2026,11 Jun 2026,15 Jun 2026,Market Sale,,,,,,,BSE,16 Jun 2026
540727,Poojawestern Metaliks Ltd,SUNILKUMAR PANCHMATIA,Promoter & Director,Equity Shares,1752141,17.28,Equity Shares,40000,629204.00,Disposal,Equity,1712141,16.88,11 Jun 2026,11 Jun 2026,15 Jun 2026,Market Sale,,,,,,,BSE,16 Jun 2026
542651,KPIT Technologies Ltd,KPIT Technologies Limited Employees Welfare Trust,Other,Equity Shares,1792204,0.65,Equity Shares,5000,3676541.00,Disposal,Equity,1787204,0.65,11 Jun 2026,11 Jun 2026,12 Jun 2026,ESOP,,,,,,,NSE,16 Jun 2026
542651,KPIT Technologies Ltd,KPIT Technologies Limited Employees Welfare Trust,Other,Equity Shares,1787204,0.65,Equity Shares,4050,3029450.00,Disposal,Equity,1783154,0.65,12 Jun 2026,12 Jun 2026,15 Jun 2026,ESOP,,,,,,,NSE,16 Jun 2026
513059,GS Auto International Ltd,Dalvinder Kaur Ryait,Promoter & Director,Equity Shares,144860,1.00,Equity Shares,1000000,5000000.00,Acquisition,Equity,1144860,2.63,11 Jun 2026,11 Jun 2026,15 Jun 2026,Allotment,,,,,,,BSE,16 Jun 2026
513059,GS Auto International Ltd,Harkirat Singh Ryait,Promoter & Director,Equity Shares,5000,0.03,Equity Shares,8772835,43864175.00,Acquisition,Equity,8777835,20.16,11 Jun 2026,11 Jun 2026,15 Jun 2026,Allotment,,,,,,,BSE,16 Jun 2026
513059,GS Auto International Ltd,Jasbir Singh Ryait,Promoter & Director,Equity Shares,580550,4.00,Equity Shares,4197879,20989395.00,Acquisition,Equity,4778429,10.97,11 Jun 2026,11 Jun 2026,15 Jun 2026,Allotment,,,,,,,BSE,16 Jun 2026
526251,Mid East Portfolio Management Ltd,JYOTI KISHOR SHAH,Promoter Group,Equity Shares,239396,4.76,Equity Shares,60000,1874400.00,Disposal,Equity,179396,3.57,16 Jun 2026,16 Jun 2026,16 Jun 2026,Market Sale,,,,,,,BSE,16 Jun 2026
541096,Bharat Parenterals Ltd,Desai Shares and Stock Private Limited,Promoter,Equity Shares,2731536,39.63,Equity Shares,900,1262164.00,Acquisition,Equity,2732436,39.65,03 Jun 2026,12 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,16 Jun 2026
532777,Info Edge (India) Ltd,Rohit Katariya,Designated Person,Equity Shares,1672,0.00,Equity Shares,1672,1621020.00,Disposal,Equity,0,0.00,12 Jun 2026,12 Jun 2026,12 Jun 2026,Market Sale,,,,,,,BSE,16 Jun 2026
532777,Info Edge (India) Ltd,Atul Kumar,Designated Person,Equity Shares,9687,0.00,Equity Shares,1500,1473000.00,Disposal,Equity,8187,0.00,15 Jun 2026,15 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,16 Jun 2026
532777,Info Edge (India) Ltd,Rishi Gupta,Designated Person,Equity Shares,19250,0.00,Equity Shares,500,490000.00,Disposal,Equity,18750,0.00,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Sale,,,,,,,BSE,16 Jun 2026
532777,Info Edge (India) Ltd,Rishi Gupta,Designated Person,Equity Shares,18750,0.00,Equity Shares,750,750000.00,Disposal,Equity,18000,0.00,15 Jun 2026,15 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,16 Jun 2026
532777,Info Edge (India) Ltd,Sumit Kumar Jaiswal,Designated Person,Equity Shares,2100,0.00,Equity Shares,500,492000.00,Disposal,Equity,1600,0.00,15 Jun 2026,15 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,16 Jun 2026
540097,Gamco Ltd,RASHI GOENKA,Promoter Group,Equity Shares,1411933,2.61,Equity Shares,10000,435000.00,Acquisition,Equity,1421933,2.63,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,BSE,16 Jun 2026
540097,Gamco Ltd,RAJ GOENKA,Promoter Group,Equity Shares,1258534,2.33,Equity Shares,1463,62909.00,Acquisition,Equity,1259997,2.33,11 Jun 2026,11 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,16 Jun 2026
507910,Fiberweb India Ltd,GAYATRI PIPES AND FITTINGS PRIVATE LIMITED,Promoter Group,Equity Shares,3561535,12.37,Equity Shares,20000,582128.00,Acquisition,Equity,3581535,12.44,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
507910,Fiberweb India Ltd,GAYATRI PIPES AND FITTINGS PRIVATE LIMITED,Promoter Group,Equity Shares,3561535,12.37,Equity Shares,20000,582128.00,Acquisition,Equity,3581535,12.44,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
533296,Future Market Networks Ltd,Surplus Finvest Private Limited,Promoter Group,Equity Shares,6245494,9.81,Equity Shares,3118574,34959215.00,Acquisition,Equity,9364068,14.03,13 Jun 2026,13 Jun 2026,15 Jun 2026,Conversion of security,,,,,,,NA,16 Jun 2026
532780,Parsvnath Developers Ltd,PRADEEP  KUMAR JAIN,Promoter,Equity Shares,32941137,7.57,Equity Shares,669388,2308191.00,Invoke,Equity,32271749,7.42,09 Jun 2026,10 Jun 2026,12 Jun 2026,Invocation Of Pledged,,,,,,,NA,16 Jun 2026
532780,Parsvnath Developers Ltd,PRADEEP  KUMAR JAIN,Promoter,Equity Shares,32271749,7.42,Equity Shares,242874,810510.00,Invoke,Equity,32028875,7.36,11 Jun 2026,12 Jun 2026,15 Jun 2026,Invocation Of Pledged,,,,,,,NA,16 Jun 2026
531126,Kati Patang Lifestyle Ltd,VIRTUAL SOFTWARE & TRAINING PVT LTD,Promoter Group,Equity,1496773,2.90,Equity,1900000,5000000.00,Buy,-,3396773,6.58,05 Jun 2026,08 Jun 2026,12 Jun 2026,Off Market,,,,,,,BSE,16 Jun 2026
532090,Atvo Enterprises Ltd,Naresh Gattani HUF,Promoter Group,Equity Shares,2497399,2.33,Equity Shares,330001,330001.00,Acquisition,Equity,2827400,2.64,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,16 Jun 2026
530825,Daikaffil Chemicals India Ltd,Mikusu India Private Limited,Promoter,Equity Shares,2959088,49.32,Equity Shares,5040,224295.00,Acquisition,Equity,2964128,49.40,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,BSE,16 Jun 2026
541358,Unifinz Capital India Ltd,Pawan Kumar Mittal,Promoter,Equity Shares,5649500,12.76,Equity Shares,230000,21613100.00,Disposal,Equity,5419500,12.24,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Sale,,,,,,,BSE,16 Jun 2026
541358,Unifinz Capital India Ltd,Pawan Kumar Mittal,Promoter,Equity Shares,5979500,13.51,Equity Shares,330000,29535000.00,Disposal,Equity,5649500,12.76,12 Jun 2026,12 Jun 2026,13 Jun 2026,Market Sale,,,,,,,BSE,16 Jun 2026
526269,Crestchem Ltd,SONALBEN DUSHYANTBHAI PATEL,Directors Immediate Relative,Equity Shares,14600,0.48,Equity Shares,5555,771497.00,Disposal,Equity,9045,0.30,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Sale,,,,,,,BSE,16 Jun 2026
509055,Visaka Industries Ltd,VIGILANCE SECURITY SERVICES PRIVATE LIMITED,Promoter Group,Equity Shares,4265276,4.94,Equity Shares,38400,2945151.00,Acquisition,Equity,4303676,4.98,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
509480,Berger Paints India Ltd,RANJAN BANERJEE,Designated Person,Equity,1265,0.00,Equity,671,350098.00,Sell,-,594,0.00,15 Jun 2026,15 Jun 2026,16 Jun 2026,Market Sale,,,,,,,NSE,16 Jun 2026
531349,Panacea Biotec Ltd,Rajesh Jain HUF ,Promoter Group,Equity Shares,0,0.00,Equity Shares,200000,0.00,Acquisition,Equity,200000,0.33,12 Jun 2026,12 Jun 2026,15 Jun 2026,Gift,,,,,,,NA,16 Jun 2026
531349,Panacea Biotec Ltd,Dr. Rajesh Jain,Promoter,Equity Shares,30217312,49.33,Equity Shares,200000,0.00,Disposal,Equity,30017312,49.00,12 Jun 2026,12 Jun 2026,15 Jun 2026,Gift,,,,,,,NA,16 Jun 2026
500294,NCC Ltd,Sirisha Projects Private Limited,Promoter,Equity Shares,23661538,3.77,Equity Shares,324411,47271706.00,Acquisition,Equity,23985949,3.82,11 Jun 2026,12 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
