Security Code,Security Name,Name of Person,Category of person,Type of Securities held Prior to acquisition/Disposed),Number of Securities held Prior to acquisition/Disposed,%   of  Securities held Prior to acquisition/Disposed,Type of Securities Acquired/Disposed/Pledge etc.,Number of Securities Acquired/Disposed/Pledge etc.,Value  of Securities Acquired/Disposed/Pledge etc,Transaction Type ( Buy/Sale/Pledge/Revoke/Invoke),Type of Securities held Post  acquisition/Disposed/Pledge  etc,Number of Securities held Post  acquisition/Disposed/Pledge etc,Post-Transaction % of Shareholding,Date of acquisition of shares/sale of shares/Date of Allotment(From date),Date of acquisition of shares/sale of shares/Date of Allotment( To date  ),Date of Intimation to Company,Mode of Acquisition,Trading in Derivative - Type of Contract,Derivative Contract  Specification,Derivatives - Buy Value (Notional),Derivatives - Buy-Number of Units(Contracts*lot size),Derivatives - Sales Value (Notional),Derivatives - Sales-Number of Units(Contracts * lot size),Exchange on which the Trade was executed,Reported to Exchange
544248,Mach Travel Solutions Ltd,AMIT BHATIA,Promoter & Director,Equity Shares,14033600,66.71,Equity Shares,1200,182470.00,Acquisition,Equity,14034800,66.71,11 Jun 2026,11 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,16 Jun 2026
531508,Eveready Industries India Ltd,GYAN ENTERPRISES PRIVATE LIMITED,Promoter,Equity Shares,1527065,2.10,Equity Shares,50249,17253507.00,Acquisition,Equity,1577314,2.17,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
531508,Eveready Industries India Ltd,GYAN ENTERPRISES PRIVATE LIMITED,Promoter,Equity Shares,1577314,2.17,Equity Shares,121237,42173188.00,Acquisition,Equity,1698551,2.34,15 Jun 2026,15 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
531335,Zydus Wellness Ltd-$,Samar Babubhai Patel,Promoter Group,Equity Shares,10000,0.00,Equity Shares,500,252798.00,Acquisition,Equity,10500,0.00,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
539289,Aurum PropTech Ltd,Aurum RealEstate Developers Limited,Promoter,Equity,36628355,47.78,Equity,25000,4813908.00,Buy,-,36653355,47.81,15 Jun 2026,15 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,NSE,16 Jun 2026
500245,Kirloskar Ferrous Industries Ltd,Mayuresh Vinayak Gharpure,KMP,Equity Shares,13700,0.01,Equity Shares,2000,326000.00,Acquisition,Equity,15700,0.01,12 Jun 2026,12 Jun 2026,15 Jun 2026,ESOS,,,,,,,NA,15 Jun 2026
512441,Enbee Trade & Finance Ltd,MEYHUL GAALA,Promoter Group,Equity Shares,46931050,6.73,Equity Shares,4801750,1602214.00,Disposal,Equity,42129300,6.04,11 Jun 2026,12 Jun 2026,15 Jun 2026,Market Sale,,,,,,,BSE,15 Jun 2026
512441,Enbee Trade & Finance Ltd,BHARATHI NARENDRA GALA,Promoter Group,Equity Shares,31242010,4.47,Equity Shares,2205600,727456.00,Disposal,Equity,29036410,4.15,11 Jun 2026,11 Jun 2026,15 Jun 2026,Market Sale,,,,,,,BSE,15 Jun 2026
512441,Enbee Trade & Finance Ltd,AMARR NARENDRA GALLA,Promoter & Director,Equity Shares,71444910,10.25,Equity Shares,3660000,1236660.00,Acquisition,Equity,75104910,10.77,11 Jun 2026,11 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,15 Jun 2026
544454,Indiqube Spaces Ltd,MEGHNA AGARWAL,Promoter & Director,Equity Shares,33676053,15.89,Equity Shares,5500,878953.00,Acquisition,Equity,33681553,15.89,09 Jun 2026,09 Jun 2026,11 Jun 2026,Market Purchase,,,,,,,NSE,15 Jun 2026
541336,Indostar Capital Finance Ltd,ARVIND UPPAL,Other,Equity Shares,6440,0.00,Equity Shares,6440,1545275.00,Disposal,Equity,0,0.00,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
541336,Indostar Capital Finance Ltd,ARVIND UPPAL,Other,Equity Shares,6716,0.00,Equity Shares,276,66226.00,Disposal,Equity,6440,0.00,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Sale,,,,,,,BSE,15 Jun 2026
541336,Indostar Capital Finance Ltd,ARVIND UPPAL,Other,Equity Shares,7949,0.00,Equity Shares,1233,302899.00,Disposal,Equity,6716,0.00,10 Jun 2026,10 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
541336,Indostar Capital Finance Ltd,ARVIND UPPAL,Other,Equity Shares,8236,0.00,Equity Shares,287,70504.00,Disposal,Equity,7949,0.00,10 Jun 2026,10 Jun 2026,15 Jun 2026,Market Sale,,,,,,,BSE,15 Jun 2026
541336,Indostar Capital Finance Ltd,ARVIND UPPAL,Other,Equity Shares,36196,0.00,Equity Shares,27960,6886985.00,Disposal,Equity,8236,0.00,09 Jun 2026,09 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
541336,Indostar Capital Finance Ltd,ARVIND UPPAL,Other,Equity Shares,42500,0.00,Equity Shares,6304,1552774.00,Disposal,Equity,36196,0.00,09 Jun 2026,09 Jun 2026,15 Jun 2026,Market Sale,,,,,,,BSE,15 Jun 2026
544227,Unicommerce Esolutions Ltd,KAPIL MAKHIJA,KMP,Equity,1010240,0.90,Equity,30000,2512300.00,Disposal,-,980240,0.87,09 Jun 2026,09 Jun 2026,11 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
544227,Unicommerce Esolutions Ltd,KAPIL MAKHIJA,KMP,Equity,980240,0.87,Equity,165000,15589800.00,Disposal,-,815240,0.73,11 Jun 2026,11 Jun 2026,13 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
541336,Indostar Capital Finance Ltd,ARVIND UPPAL,Other,Equity Shares,36196,0.00,Equity Shares,27960,6886985.00,Disposal,Equity,8236,0.00,09 Jun 2026,09 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
541336,Indostar Capital Finance Ltd,ARVIND UPPAL,Other,Equity Shares,42500,0.00,Equity Shares,6304,1552774.00,Disposal,Equity,36196,0.00,09 Jun 2026,09 Jun 2026,15 Jun 2026,Market Sale,,,,,,,BSE,15 Jun 2026
541336,Indostar Capital Finance Ltd,ARVIND UPPAL,Other,Equity Shares,6716,0.00,Equity Shares,276,66226.00,Disposal,Equity,6440,0.00,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Sale,,,,,,,BSE,15 Jun 2026
541336,Indostar Capital Finance Ltd,ARVIND UPPAL,Other,Equity Shares,8236,0.00,Equity Shares,287,70504.00,Disposal,Equity,7949,0.00,10 Jun 2026,10 Jun 2026,15 Jun 2026,Market Sale,,,,,,,BSE,15 Jun 2026
541336,Indostar Capital Finance Ltd,ARVIND UPPAL,Other,Equity Shares,7949,0.00,Equity Shares,1233,302899.00,Disposal,Equity,6716,0.00,10 Jun 2026,10 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
541336,Indostar Capital Finance Ltd,ARVIND UPPAL,Other,Equity Shares,6440,0.00,Equity Shares,6440,1545275.00,Disposal,Equity,0,0.00,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
514162,Welspun Living Ltd,Balkrishan Goenka Trustee of Welspun Group Master Trust,Promoter,Equity Shares,630468259,65.73,Equity Shares,8390785,1468387375.00,Disposal,Equity,622077474,65.85,11 Jun 2026,11 Jun 2026,15 Jun 2026,Buy Back,,,,,,,NSE,15 Jun 2026
514162,Welspun Living Ltd,Aryabhat Vyapar Private Limited,Promoter Group,Equity Shares,1443750,0.15,Equity Shares,19214,3362450.00,Disposal,Equity,1424536,0.15,11 Jun 2026,11 Jun 2026,15 Jun 2026,Buy Back,,,,,,,NSE,15 Jun 2026
540767,Nippon Life India Asset Management Ltd,Amit Tripathi,Designated Person,Equity,192479,0.03,Equity,175000,39081000.00,Acquisition,-,367479,0.06,11 Jun 2026,11 Jun 2026,15 Jun 2026,ESOP,,,,,,,NA,15 Jun 2026
540767,Nippon Life India Asset Management Ltd,Bhushan Shenolikar,Designated Person,Equity,0,0.00,Equity,1500,559065.00,Acquisition,-,1500,0.00,11 Jun 2026,11 Jun 2026,15 Jun 2026,ESOP,,,,,,,NA,15 Jun 2026
540767,Nippon Life India Asset Management Ltd,Anand Choubey,Designated Person,Equity,0,0.00,Equity,257,2570.00,Acquisition,-,257,0.00,11 Jun 2026,11 Jun 2026,13 Jun 2026,ESOP,,,,,,,NA,15 Jun 2026
540767,Nippon Life India Asset Management Ltd,Meenakshi Dawar,Designated Person,Equity,0,0.00,Equity,5000,50000.00,Acquisition,-,5000,0.00,11 Jun 2026,11 Jun 2026,12 Jun 2026,ESOP,,,,,,,NA,15 Jun 2026
540767,Nippon Life India Asset Management Ltd,Mohit Shetty,Designated Person,Equity,7945,0.00,Equity,8000,1786560.00,Acquisition,-,15945,0.00,11 Jun 2026,11 Jun 2026,12 Jun 2026,ESOP,,,,,,,NA,15 Jun 2026
540767,Nippon Life India Asset Management Ltd,Muneesh Sud,Designated Person,Equity,0,0.00,Equity,3739,37390.00,Acquisition,-,3739,0.00,11 Jun 2026,11 Jun 2026,11 Jun 2026,ESOP,,,,,,,NA,15 Jun 2026
540767,Nippon Life India Asset Management Ltd,Prachi Verma,Designated Person,Equity,0,0.00,Equity,941,9410.00,Acquisition,-,941,0.00,11 Jun 2026,11 Jun 2026,12 Jun 2026,ESOP,,,,,,,NA,15 Jun 2026
540767,Nippon Life India Asset Management Ltd,Akash Singh Rana,Designated Person,Equity,0,0.00,Equity,3045,139263.00,Acquisition,-,3045,0.00,11 Jun 2026,11 Jun 2026,12 Jun 2026,ESOP,,,,,,,NA,15 Jun 2026
540767,Nippon Life India Asset Management Ltd,Pranay Sinha,Designated Person,Equity,1000,0.00,Equity,3000,1118130.00,Acquisition,-,4000,0.00,11 Jun 2026,11 Jun 2026,11 Jun 2026,ESOP,,,,,,,NA,15 Jun 2026
540767,Nippon Life India Asset Management Ltd,Robince Joy,Designated Person,Equity,11858,0.00,Equity,6697,2856577.00,Acquisition,-,18555,0.00,11 Jun 2026,11 Jun 2026,11 Jun 2026,ESOP,,,,,,,NA,15 Jun 2026
540767,Nippon Life India Asset Management Ltd,Sanjiv Gudal,Designated Person,Equity,55526,0.01,Equity,36368,8121702.00,Acquisition,-,91894,0.01,11 Jun 2026,11 Jun 2026,11 Jun 2026,ESOP,,,,,,,NA,15 Jun 2026
540767,Nippon Life India Asset Management Ltd,Sushil Hari Prasad Budhia,Designated Person,Equity,0,0.00,Equity,3500,781620.00,Acquisition,-,3500,0.00,11 Jun 2026,11 Jun 2026,12 Jun 2026,ESOP,,,,,,,NA,15 Jun 2026
540767,Nippon Life India Asset Management Ltd,Vikram Dhawan,Designated Person,Equity,5100,0.00,Equity,2690,26900.00,Acquisition,-,7790,0.00,11 Jun 2026,11 Jun 2026,15 Jun 2026,ESOP,,,,,,,NA,15 Jun 2026
540767,Nippon Life India Asset Management Ltd,Vivek Sharma,Designated Person,Equity,1853,0.00,Equity,10000,2233200.00,Acquisition,-,11853,0.00,11 Jun 2026,11 Jun 2026,11 Jun 2026,ESOP,,,,,,,NA,15 Jun 2026
540767,Nippon Life India Asset Management Ltd,Dev Mahapatro,Designated Person,Equity,34,0.00,Equity,14661,3274095.00,Acquisition,-,14695,0.00,11 Jun 2026,11 Jun 2026,15 Jun 2026,ESOP,,,,,,,NA,15 Jun 2026
544105,Harshdeep Hortico Ltd,Shankar Keshava Vailaya,Director,Equity,126000,0.78,Equity,6000,494340.00,Acquisition,-,132000,0.82,15 Jun 2026,15 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,15 Jun 2026
540376,Avenue Supermarts Ltd,Mahesh Sitaram Pawar,Designated Person,Equity,253410,0.04,Equity,150,599700.00,Disposal,-,253260,0.04,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
540376,Avenue Supermarts Ltd,Trevor Raymond Martis,Designated Person,Equity,46500,0.01,Equity,500,2002500.00,Disposal,-,46000,0.01,12 Jun 2026,12 Jun 2026,12 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
540376,Avenue Supermarts Ltd,Santosh Nagnath Kadam,Designated Person,Equity,5760,0.00,Equity,1000,4198000.00,Invoke,-,4760,0.00,10 Jun 2026,10 Jun 2026,12 Jun 2026,Invocation of pledge,,,,,,,NA,15 Jun 2026
540376,Avenue Supermarts Ltd,Ravi Prakash Sharma,Designated Person,Equity,163299,0.03,Equity,1000,4000190.00,Disposal,-,162299,0.02,12 Jun 2026,12 Jun 2026,12 Jun 2026,Market Sale,,,,,,,BSE,15 Jun 2026
540376,Avenue Supermarts Ltd,Ravi Prakash Sharma,Designated Person,Equity,162299,0.02,Equity,1999,7996940.00,Disposal,-,160300,0.02,12 Jun 2026,12 Jun 2026,12 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
540376,Avenue Supermarts Ltd,Arun Kumar Singh,Designated Person,Equity,126000,0.02,Equity,500,2000000.00,Disposal,-,125500,0.02,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
540376,Avenue Supermarts Ltd,Jaideep Suresh Soman,Designated Person,Equity,151000,0.02,Equity,43194,172430448.00,Revoke,-,151000,0.02,12 Jun 2026,12 Jun 2026,15 Jun 2026,Revocation Of Pledge,,,,,,,NA,15 Jun 2026
531869,Sacheta Metals Ltd,ESKAY ALLUMINIUM PVT LTD,Promoter Group,Equity Shares,15650,0.01,Equity Shares,1271,4.00,Acquisition,Equity,16921,0.01,15 Jun 2026,15 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,15 Jun 2026
531449,GRM Overseas Ltd,Atul Garg,Promoter & Director,Equity Shares,42880348,20.69,Equity Shares,450000,42332394.00,Acquisition,Equity,43330348,20.91,12 Jun 2026,12 Jun 2026,13 Jun 2026,Market Purchase,,,,,,,NSE,15 Jun 2026
532980,Gokul Refoils & Solvent Ltd,Bhikhiben Balvantsinh Rajput,Promoter,Equity Shares,22731600,22.96,Equity Shares,2673,113749.00,Acquisition,Equity,22734273,22.97,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,15 Jun 2026
532980,Gokul Refoils & Solvent Ltd,Bhikhiben Balvantsinh Rajput,Promoter,Equity Shares,22734273,22.97,Equity Shares,16327,685166.00,Acquisition,Equity,22750600,22.98,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,NSE,15 Jun 2026
505283,Kirloskar Pneumatic Company Ltd,JAIRAJ KRISHNA HEMMADY,Designated Person,Equity Shares,7700,0.01,Equity Shares,2200,3520000.00,Disposal,Equity,5500,0.01,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
532215,AXIS Bank Ltd,Monish Saraf,Connected Person,Equity Shares,8000,0.00,Equity Shares,2000,2737040.00,Disposal,Equity,6000,0.00,15 Jun 2026,15 Jun 2026,15 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
544412,3B Films Ltd,Dishank Nitin Babariya,Promoter,Equity Shares,1037370,4.19,Equity Shares,51000,1236750.00,Disposal,Equity,986370,3.98,15 Jun 2026,15 Jun 2026,15 Jun 2026,Market Sale,,,,,,,BSE,15 Jun 2026
502873,HP Cotton Textile Mills Ltd,Ghanshyam Das Agarwal,Promoter Group,Equity Shares,45730,1.16,Equity Shares,45730,0.00,Disposal,Equity,0,0.00,15 Jun 2026,15 Jun 2026,15 Jun 2026,Inter-se Transfer,,,,,,,NA,15 Jun 2026
502873,HP Cotton Textile Mills Ltd,Ghanshyam Das Agarwal HUF,Promoter Group,Equity Shares,136736,3.49,Equity Shares,136736,0.00,Disposal,Equity,0,0.00,15 Jun 2026,15 Jun 2026,15 Jun 2026,Inter-se Transfer,,,,,,,NA,15 Jun 2026
502873,HP Cotton Textile Mills Ltd,Premlata Agarwal,Promoter Group,Equity Shares,20000,0.51,Equity Shares,20000,0.00,Disposal,Equity,0,0.00,15 Jun 2026,15 Jun 2026,15 Jun 2026,Inter-se Transfer,,,,,,,NA,15 Jun 2026
502873,HP Cotton Textile Mills Ltd,Kailash Kumar Agarwal,Promoter & Director,Equity Shares,1183934,30.19,Equity Shares,202466,0.00,Acquisition,Equity,1386400,35.35,15 Jun 2026,15 Jun 2026,15 Jun 2026,Inter-se Transfer,,,,,,,NA,15 Jun 2026
543616,Trident Lifeline Ltd,HARDIK DESAI FAMILY TRUST,Promoter Group,Equity Shares,856166,7.17,Equity Shares,1200,298800.00,Acquisition,Equity,857366,7.18,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,15 Jun 2026
530499,AK Capital Services Ltd,A. K. Mittal,Promoter & Director,Equity Shares,1168976,17.71,Equity Shares,40,69240.00,Acquisition,Equity,1169016,17.71,10 Jun 2026,10 Jun 2026,12 Jun 2026,Market Purchase,,,,,,,BSE,15 Jun 2026
530499,AK Capital Services Ltd,A. K. Mittal,Promoter & Director,Equity Shares,1169016,17.71,Equity Shares,40,69137.00,Acquisition,Equity,1169056,17.71,10 Jun 2026,10 Jun 2026,12 Jun 2026,Market Purchase,,,,,,,NSE,15 Jun 2026
531439,Aion-Tech Solutions Ltd,Trinity Infraventures Limited,Promoter,Equity Shares,18745812,35.86,Equity Shares,200000,8492000.00,Acquisition,Equity,18945812,36.25,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,NSE,15 Jun 2026
532650,MSP Steel & Power Ltd,Ilex Private Limited,Promoter Group,Equity Shares,15178500,2.68,Equity Shares,1340000,54480782.00,Acquisition,Equity,16518500,2.92,09 Jun 2026,09 Jun 2026,11 Jun 2026,Market Purchase,,,,,,,NSE,15 Jun 2026
532650,MSP Steel & Power Ltd,Shree Vinay Finvest P Ltd.,Promoter Group,Equity Shares,19686843,3.47,Equity Shares,2050000,83172570.00,Acquisition,Equity,21736843,3.84,10 Jun 2026,11 Jun 2026,12 Jun 2026,Market Purchase,,,,,,,NSE,15 Jun 2026
532650,MSP Steel & Power Ltd,M A Hire Purchase Private Limited,Promoter Group,Equity Shares,12965000,2.29,Equity Shares,765000,31359569.00,Acquisition,Equity,13730000,2.42,09 Jun 2026,09 Jun 2026,11 Jun 2026,Market Purchase,,,,,,,NSE,15 Jun 2026
532650,MSP Steel & Power Ltd,Ginny Traders Pvt Ltd,Promoter Group,Equity Shares,10793819,1.90,Equity Shares,900000,36573750.00,Acquisition,Equity,11693819,2.06,11 Jun 2026,11 Jun 2026,12 Jun 2026,Market Purchase,,,,,,,NSE,15 Jun 2026
532650,MSP Steel & Power Ltd,M A Hire Purchase Private Limited,Promoter Group,Equity Shares,13730000,2.42,Equity Shares,1050000,42950775.00,Acquisition,Equity,14780000,2.61,10 Jun 2026,10 Jun 2026,12 Jun 2026,Market Purchase,,,,,,,NSE,15 Jun 2026
531802,Prerna Infrabuild Ltd,VIJAY CHANDULAL SHAH HUF,Promoter Group,Equity,4485198,12.41,Equity,16106,450324.00,Acquisition,-,4501304,12.46,12 Jun 2026,15 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,15 Jun 2026
544441,Meta Infotech Ltd,Venu Gopal Peruri,Promoter & Director,Equity Shares,13174721,69.78,Equity Shares,5600,393880.00,Acquisition,Equity,13180321,69.81,08 Jun 2026,08 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,15 Jun 2026
544441,Meta Infotech Ltd,Venu Gopal Peruri,Promoter & Director,Equity Shares,13180321,69.81,Equity Shares,4000,284600.00,Acquisition,Equity,13184321,69.83,09 Jun 2026,09 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,15 Jun 2026
544441,Meta Infotech Ltd,Venu Gopal Peruri,Promoter & Director,Equity Shares,13184321,69.83,Equity Shares,4000,294240.00,Acquisition,Equity,13188321,69.85,11 Jun 2026,11 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,15 Jun 2026
544441,Meta Infotech Ltd,Venu Gopal Peruri,Promoter & Director,Equity Shares,13188321,69.85,Equity Shares,3200,221920.00,Acquisition,Equity,13191521,69.87,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,15 Jun 2026
532859,Hinduja Global Solutions Ltd,Mr. Srinivas Palakodeti,Designated Person,Equity Shares,13910,0.02,Equity Shares,3000,1291170.00,Disposal,Equity,10910,0.02,11 Jun 2026,11 Jun 2026,14 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
532859,Hinduja Global Solutions Ltd,Mr. Srinivas Palakodeti,Designated Person,Equity Shares,15910,0.03,Equity Shares,2000,930620.00,Disposal,Equity,13910,0.02,10 Jun 2026,10 Jun 2026,12 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
532859,Hinduja Global Solutions Ltd,Mr. Srinivas Palakodeti,Designated Person,Equity Shares,17910,0.03,Equity Shares,2000,797180.00,Disposal,Equity,15910,0.03,09 Jun 2026,09 Jun 2026,11 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
532859,Hinduja Global Solutions Ltd,Mr. Srinivas Palakodeti,Designated Person,Equity Shares,10910,0.02,Equity Shares,3000,1276620.00,Disposal,Equity,7910,0.01,12 Jun 2026,12 Jun 2026,14 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
531802,Prerna Infrabuild Ltd,VIJAY CHANDULAL SHAH HUF,Promoter Group,Equity Shares,4450849,12.32,Equity Shares,34349,936354.00,Acquisition,Equity,4485198,12.41,11 Jun 2026,12 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,15 Jun 2026
543372,Getalong Enterprise Ltd,Westpac Investments Ltd.,Promoter,Equity Shares,8070000,38.14,Equity Shares,200000,1400000.00,Acquisition,Equity,8270000,39.08,15 Jun 2026,15 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,15 Jun 2026
543372,Getalong Enterprise Ltd,Westpac Investments Ltd.,Promoter,Equity Shares,8270000,39.08,Equity Shares,185000,1295000.00,Acquisition,Equity,8455000,39.96,15 Jun 2026,15 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,BSE,15 Jun 2026
522017,Fluidomat Ltd,Sunaina Jain,Promoter Group,Equity Shares,98540,2.00,Equity Shares,98540,78891124.00,Acquisition,Equity,197080,4.00,12 Jun 2026,12 Jun 2026,15 Jun 2026,Gift,,,,,,,BSE,15 Jun 2026
522017,Fluidomat Ltd,Ashok Jain,Promoter,Equity Shares,870142,17.66,Equity Shares,197080,157782248.00,Disposal,Equity,673062,13.66,12 Jun 2026,12 Jun 2026,15 Jun 2026,Inter-se Transfer,,,,,,,BSE,15 Jun 2026
522017,Fluidomat Ltd,Monica Jain,Promoter Group,Equity Shares,0,0.00,Equity Shares,73905,59168343.00,Acquisition,Equity,73905,1.50,12 Jun 2026,12 Jun 2026,15 Jun 2026,Gift,,,,,,,BSE,15 Jun 2026
522017,Fluidomat Ltd,Radhica Sharma,Promoter Group,Equity Shares,49270,1.00,Equity Shares,24635,19722781.00,Acquisition,Equity,73905,1.50,12 Jun 2026,12 Jun 2026,15 Jun 2026,Gift,,,,,,,BSE,15 Jun 2026
513119,Onix Solar Energy Ltd,Onix Renewable   Limited,Promoter,Equity Shares,20807237,56.44,Equity Shares,677340,260775900.00,Disposal,Equity,20129897,54.60,10 Jun 2026,10 Jun 2026,12 Jun 2026,Off Market,,,,,,,BSE,15 Jun 2026
526381,Patel Integrated Logistics Ltd-$,Asgar Shakoor Patel,Promoter,Equity Shares,5851577,8.41,Equity Shares,5229,66722.00,Acquisition,Equity,5856806,8.42,11 Jun 2026,11 Jun 2026,11 Jun 2026,Market Purchase,,,,,,,BSE,15 Jun 2026
526381,Patel Integrated Logistics Ltd-$,Asgar Shakoor Patel,Promoter,Equity Shares,5836806,8.39,Equity Shares,14771,188626.00,Acquisition,Equity,5851577,8.41,11 Jun 2026,11 Jun 2026,11 Jun 2026,Market Purchase,,,,,,,NSE,15 Jun 2026
544568,DSM Fresh Foods Ltd,Priya Aggarwal,Immediate Relative,Equity Shares,172404,0.77,Equity Shares,52800,4502808.00,Acquisition,Equity,225204,1.01,08 Jun 2026,12 Jun 2026,13 Jun 2026,Market Purchase,,,,,,,BSE,15 Jun 2026
526381,Patel Integrated Logistics Ltd-$,Asgar Shakoor Patel,Promoter,Equity Shares,5851577,8.41,Equity Shares,5229,66722.00,Acquisition,Equity,5856806,8.42,11 Jun 2026,11 Jun 2026,11 Jun 2026,Market Purchase,,,,,,,BSE,15 Jun 2026
526381,Patel Integrated Logistics Ltd-$,Asgar Shakoor Patel,Promoter,Equity Shares,5836806,8.39,Equity Shares,14771,188626.00,Acquisition,Equity,5851577,8.41,11 Jun 2026,11 Jun 2026,11 Jun 2026,Market Purchase,,,,,,,NSE,15 Jun 2026
533156,Vascon Engineers Ltd,SUMITRA ASHISH JOSHI,Designated Person,Equity Shares,94778,0.04,Equity Shares,92778,3178221.00,Disposal,Equity,2000,0.00,14 May 2026,11 Jun 2026,12 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
533156,Vascon Engineers Ltd,Navin Hari Singh Thakur,Designated Person,Equity Shares,62778,0.03,Equity Shares,62778,2172030.00,Disposal,Equity,0,0.00,10 Jun 2026,11 Jun 2026,12 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
533156,Vascon Engineers Ltd,Megha Puranik,Designated Person,Equity Shares,108338,0.05,Equity Shares,33427,1102188.00,Disposal,Equity,74911,0.03,20 May 2026,11 Jun 2026,12 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
542123,The Phosphate Company Ltd,DEVENDRA FINVEST & HOLDING PVT. LTD.,Promoter Group,Equity Shares,95544,2.65,Equity Shares,60814,9441374.00,Disposal,Equity,34730,0.96,11 Jun 2026,11 Jun 2026,12 Jun 2026,Off Market,,,,,,,NA,15 Jun 2026
542123,The Phosphate Company Ltd,RAMESH KUMAR BANGUR,Promoter Group,Equity Shares,30176,0.84,Equity Shares,60814,9441374.00,Acquisition,Equity,90990,2.52,11 Jun 2026,11 Jun 2026,12 Jun 2026,Off Market,,,,,,,NA,15 Jun 2026
544455,GNG Electronics Ltd,Ajay Pancholi,Director,Equity Shares,0,0.00,Equity Shares,52807,22263575.00,Acquisition,Equity,52807,0.05,11 Jun 2026,12 Jun 2026,13 Jun 2026,Market Purchase,,,,,,,NSE,15 Jun 2026
539871,Thyrocare Technologies Ltd,Nikhil Bodhankar,Designated Person,Equity Shares,7765,0.00,Equity Shares,90,49680.00,Disposal,Equity,7675,0.00,10 Jun 2026,10 Jun 2026,12 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
539871,Thyrocare Technologies Ltd,Nikhil Bodhankar,Designated Person,Equity Shares,7965,0.00,Equity Shares,200,110000.00,Disposal,Equity,7765,0.00,09 Jun 2026,09 Jun 2026,11 Jun 2026,Market Sale,,,,,,,NSE,15 Jun 2026
542752,Affle 3I Ltd,Sachin Arora,Designated Person,Equity Shares,150,0.00,Equity Shares,400,576158.00,Acquisition,Equity,550,0.00,10 Jun 2026,11 Jun 2026,12 Jun 2026,Market Purchase,,,,,,,NSE,15 Jun 2026
539872,Bajaj Healthcare Ltd,ANIL CHAMPALAL JAIN,Promoter Group,Equity Shares,1936544,5.75,Equity Shares,100000,29730147.00,Acquisition,Equity,2036544,6.05,12 Jun 2026,12 Jun 2026,15 Jun 2026,Market Purchase,,,,,,,NSE,15 Jun 2026
